Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Travelling,4G,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
Airtel,Travelling,Unknown,3,Satisfactory,16.08406567,80.78373896,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.08403707,80.78383395,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08403707,80.78383395,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08403707,80.78383395,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08403707,80.78383395,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.08394928,80.78377235,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08404826,80.78380035,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08404826,80.78380035,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,16.08423609,80.78374366,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.09752991,80.78429553,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.09752991,80.78429553,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.07762868,80.78581677,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.07762868,80.78581677,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.08400785,80.78346962,Andhra Pradesh
Airtel,Travelling,Unknown,3,Satisfactory,16.0162265,80.8227268,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.09603746,80.78395996,Andhra Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,16.08430944,80.78372567,Andhra Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,16.08430944,80.78372567,Andhra Pradesh
RJio,Travelling,4G,3,Satisfactory,16.1812526,80.8106139,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,17.49425191,78.40038861,Telangana
RJio,Travelling,4G,3,Satisfactory,17.43943336,78.36376676,Telangana
RJio,Travelling,4G,3,Satisfactory,17.43943336,78.36376676,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44295336,78.36044352,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44295336,78.36044352,Telangana
RJio,Outdoor,4G,3,Satisfactory,17.442945,78.36043873,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44141333,78.35983806,Telangana
Airtel,Outdoor,Unknown,3,Satisfactory,17.44286797,78.36057779,Telangana
RJio,Outdoor,4G,3,Satisfactory,17.44290722,78.36073464,Telangana
Airtel,Outdoor,Unknown,3,Satisfactory,17.44290722,78.36073464,Telangana
Airtel,Outdoor,Unknown,3,Satisfactory,17.44290722,78.36073464,Telangana
Airtel,Travelling,Unknown,3,Satisfactory,17.44290722,78.36073464,Telangana
Airtel,Travelling,Unknown,3,Satisfactory,17.44290722,78.36073464,Telangana
RJio,Outdoor,4G,3,Satisfactory,17.44295683,78.36048329,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44302962,78.36050266,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44302962,78.36050266,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44302962,78.36050266,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44302962,78.36050266,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44302209,78.36059343,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44460016,78.35360957,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44085507,78.36054074,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44307945,78.36041126,Telangana
RJio,Travelling,4G,3,Satisfactory,17.44288655,78.36044914,Telangana
Airtel,Travelling,Unknown,3,Satisfactory,17.4429891,78.36044773,Telangana
RJio,Indoor,4G,3,Satisfactory,17.4429443,78.36050464,Telangana
RJio,Outdoor,4G,4,Satisfactory,18.4974197,73.85248026,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Idea,Outdoor,3G,1,Poor Voice Quality,22.55065744,72.96746027,Gujarat
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.57392161,88.35082288,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,17.4059451,78.4382022,Telangana
RJio,Indoor,4G,5,Satisfactory,22.57570894,88.36240299,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.57144517,88.35040317,West Bengal
RJio,Travelling,4G,2,Poor Voice Quality,28.6708799,77.3068961,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,4,Satisfactory,30.34027666,78.04458758,Uttarakhand
RJio,Indoor,4G,5,Satisfactory,18.63247333,73.67931,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Travelling,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,28.64698106,77.1872756,NCT
Vodafone,Indoor,Unknown,2,Poor Voice Quality,21.200331,72.8594194,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,30.524239,77.1465331,Haryana
Vodafone,Indoor,Unknown,1,Poor Voice Quality,10.5160742,77.2277956,Tamil Nadu
Vodafone,Indoor,4G,3,Poor Voice Quality,22.51502964,88.34601354,West Bengal
RJio,Outdoor,4G,4,Satisfactory,21.13171351,73.10242692,Gujarat
Airtel,Travelling,4G,5,Satisfactory,30.33294,78.0537252,Uttarakhand
RJio,Indoor,4G,2,Poor Voice Quality,15.39055667,73.8530662,Goa
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,1,Call Dropped,20.51457316,76.19512276,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,22.5754427,88.4011786,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,28.634534,77.2175988,NCT
RJio,Travelling,4G,5,Satisfactory,31.11452738,76.09240899,Punjab
RJio,Travelling,4G,5,Satisfactory,31.11452738,76.09240899,Punjab
Airtel,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,4,Satisfactory,22.57351908,88.34846258,West Bengal
Vodafone,Indoor,3G,1,Poor Voice Quality,28.39527106,77.35585116,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,30.179414,77.8827387,Uttarakhand
Vodafone,Travelling,4G,2,Poor Voice Quality,21.54950312,70.06504853,Gujarat
Vodafone,Travelling,4G,5,Satisfactory,12.91342767,77.60298788,Karnataka
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
Vodafone,Outdoor,Unknown,3,Poor Voice Quality,21.00333273,75.61183155,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,19.10657957,72.8451917,Maharashtra
Vodafone,Travelling,4G,1,Poor Voice Quality,24.23130562,88.27073295,West Bengal
RJio,Travelling,4G,5,Satisfactory,12.808774,77.6958155,Karnataka
MTNL,Indoor,4G,3,Call Dropped,18.93661824,72.83166062,Maharashtra
Vodafone,Travelling,4G,2,Poor Voice Quality,28.68058681,77.31261024,Uttar Pradesh
Airtel,Outdoor,4G,1,Call Dropped,17.4408854,78.3797786,Telangana
Vodafone,Travelling,4G,1,Poor Voice Quality,19.11851216,72.84679855,Maharashtra
RJio,Travelling,4G,5,Satisfactory,31.11452738,76.09240899,Punjab
Airtel,Indoor,Unknown,1,Poor Voice Quality,30.11493407,78.28308159,Uttarakhand
Airtel,Indoor,Unknown,3,Satisfactory,30.11493407,78.28308159,Uttarakhand
Vodafone,Travelling,4G,5,Satisfactory,12.91342767,77.60298788,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,15.39044645,73.85360723,Goa
Vodafone,Travelling,4G,5,Satisfactory,22.5820614,88.4495676,West Bengal
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,31.11452738,76.09240899,Punjab
RJio,Outdoor,4G,3,Poor Voice Quality,26.35893254,90.65993666,Assam
Airtel,Indoor,Unknown,5,Satisfactory,30.34115493,77.95432321,Uttarakhand
Vodafone,Indoor,4G,4,Satisfactory,22.5578293,88.3553836,West Bengal
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.31717448,78.08412988,Uttarakhand
RJio,Outdoor,4G,5,Satisfactory,26.13858235,87.85870284,West Bengal
Airtel,Outdoor,4G,5,Satisfactory,28.56378475,77.19467098,NCT
Airtel,Travelling,4G,5,Satisfactory,28.6546366,77.23549263,NCT
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
Vodafone,Indoor,3G,5,Satisfactory,13.0420167,80.2185494,Tamil Nadu
Idea,Indoor,3G,1,Call Dropped,20.11063719,72.74400906,Maharashtra
RJio,Travelling,4G,5,Satisfactory,30.3082721,78.0489347,Uttarakhand
Other,Indoor,Unknown,5,Satisfactory,19.6919369,72.7603986,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,26.7437702,83.3565967,Uttar Pradesh
Idea,Outdoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,30.3256849,78.0356761,Uttarakhand
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,3,Satisfactory,22.3171172,73.1680779,Gujarat
Airtel,Outdoor,4G,1,Poor Voice Quality,28.69324302,77.10164363,NCT
RJio,Indoor,4G,1,Poor Voice Quality,25.32401,82.71935833,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.32401,82.71935833,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.32401,82.71935833,Uttar Pradesh
Vodafone,Indoor,3G,3,Satisfactory,26.7437702,83.3565967,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.32401,82.71935833,Uttar Pradesh
Vodafone,Travelling,4G,1,Poor Voice Quality,19.20407865,72.85215981,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,3,Satisfactory,22.317119,73.1680743,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.29191333,78.03768333,Uttarakhand
Vodafone,Travelling,2G,5,Satisfactory,21.65734418,69.8257291,Gujarat
RJio,Travelling,4G,3,Call Dropped,18.3259393,83.94212984,Andhra Pradesh
Idea,Outdoor,4G,1,Poor Voice Quality,22.55049328,72.96747878,Gujarat
MTNL,Indoor,4G,1,Call Dropped,18.9367958,72.8317208,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,15.41347033,73.78998817,Goa
RJio,Indoor,4G,4,Satisfactory,22.5677388,88.3135145,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,26.8555779,75.8063633,Rajasthan
Vodafone,Indoor,Unknown,1,Poor Voice Quality,29.43714261,77.73611544,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.99214006,79.59830225,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,15.41347033,73.78998817,Goa
Airtel,Indoor,Unknown,5,Satisfactory,28.64698106,77.1872756,NCT
RJio,Indoor,4G,3,Call Dropped,22.67420786,75.82574864,Madhya Pradesh
Vodafone,Indoor,Unknown,1,Poor Voice Quality,21.200331,72.8594194,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,15.41347033,73.78998817,Goa
RJio,Indoor,4G,1,Call Dropped,26.79383563,82.72707547,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,26.857168,81.0120029,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,26.85745931,81.01178561,Uttar Pradesh
RJio,Outdoor,4G,1,Call Dropped,26.7919615,82.722146,Uttar Pradesh
Vodafone,Indoor,3G,2,Poor Voice Quality,28.68396864,77.22280806,NCT
Vodafone,Outdoor,3G,2,Poor Voice Quality,28.68396864,77.22280806,NCT
Vodafone,Indoor,3G,1,Poor Voice Quality,28.68453045,77.22253152,NCT
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
Vodafone,Travelling,4G,1,Poor Voice Quality,19.28021808,72.85597908,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.6408949,77.2289311,NCT
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
BSNL,Travelling,3G,4,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
BSNL,Indoor,2G,4,Satisfactory,23.212511,77.4265478,Madhya Pradesh
Airtel,Indoor,4G,4,Satisfactory,13.255152,77.5571069,Karnataka
RJio,Outdoor,4G,2,Poor Voice Quality,18.54936517,77.57203327,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,22.568782,88.347628,West Bengal
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,25.58137667,85.10854333,Bihar
Airtel,Outdoor,Unknown,1,Call Dropped,31.3091862,75.3282815,Punjab
RJio,Indoor,4G,4,Satisfactory,22.671445,88.33676667,West Bengal
Airtel,Indoor,4G,3,Satisfactory,13.05992208,80.20855517,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,22.67167167,88.33671667,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.56872,88.34731833,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.56872,88.34731833,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.56872,88.34731833,West Bengal
Airtel,Indoor,4G,5,Satisfactory,20.32715115,85.80656711,Odisha
RJio,Indoor,4G,4,Satisfactory,22.56909333,88.26881167,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.569055,88.34673833,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,28.6467859,77.1873208,NCT
RJio,Indoor,4G,5,Satisfactory,22.56773578,88.31389773,West Bengal
Vodafone,Indoor,Unknown,1,Poor Voice Quality,23.0640909,72.6296004,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,30.34115493,77.95432321,Uttarakhand
RJio,Outdoor,4G,4,Satisfactory,30.27989572,77.99136111,Uttarakhand
Airtel,Outdoor,4G,4,Satisfactory,14.73370899,77.5217127,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
Vodafone,Indoor,4G,2,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
Airtel,Travelling,4G,4,Satisfactory,28.52976761,77.10396506,Haryana
Airtel,Outdoor,4G,3,Call Dropped,13.43578382,79.95648544,Tamil Nadu
Airtel,Outdoor,4G,3,Call Dropped,13.43551293,79.9567813,Tamil Nadu
Airtel,Travelling,3G,3,Satisfactory,22.31835686,73.16982383,Gujarat
Airtel,Outdoor,Unknown,1,Call Dropped,31.3091862,75.3282815,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,22.896085,70.8725632,Gujarat
RJio,Outdoor,4G,5,Satisfactory,12.9281237,77.6924644,Karnataka
RJio,Outdoor,4G,4,Satisfactory,12.9281123,77.6924643,Karnataka
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Indoor,4G,1,Call Dropped,17.99318612,79.59802866,Telangana
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,28.66110139,77.0916219,NCT
Vodafone,Travelling,4G,5,Satisfactory,12.91331,77.6026835,Karnataka
BSNL,Indoor,2G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,5,Satisfactory,14.73370899,77.5217127,Andhra Pradesh
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
Airtel,Indoor,4G,5,Satisfactory,23.21056746,77.41486218,Madhya Pradesh
Airtel,Outdoor,4G,1,Poor Voice Quality,28.66110139,77.0916219,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,30.27989572,77.99136111,Uttarakhand
Airtel,Indoor,Unknown,3,Poor Voice Quality,17.4220667,78.5110722,Telangana
Airtel,Indoor,4G,3,Poor Voice Quality,13.44378579,79.35104175,Tamil Nadu
Airtel,Indoor,4G,3,Poor Voice Quality,13.44378579,79.35104175,Tamil Nadu
Vodafone,Indoor,4G,5,Satisfactory,21.6378304,69.6231401,Gujarat
Airtel,Travelling,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,28.64454499,77.0985061,NCT
RJio,Travelling,4G,3,Satisfactory,17.44180218,78.35987457,Telangana
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Travelling,4G,5,Satisfactory,15.26798124,73.97010242,Goa
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,2,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Outdoor,4G,1,Poor Voice Quality,20.13442737,85.89110272,Odisha
Vodafone,Travelling,4G,5,Satisfactory,22.5820614,88.4495676,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Indoor,4G,3,Satisfactory,24.7849388,82.9126717,Uttar Pradesh
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
RJio,Indoor,4G,2,Poor Voice Quality,25.455125,78.587165,Uttar Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,26.35877048,90.65989031,Assam
RJio,Indoor,4G,1,Poor Voice Quality,25.455125,78.587165,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,18.51974043,73.85617811,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,25.455125,78.587165,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,21.6378304,69.6231401,Gujarat
Airtel,Travelling,2G,3,Satisfactory,-1,-1,NA
Idea,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.56773578,88.31389773,West Bengal
RJio,Indoor,4G,3,Call Dropped,22.72640711,75.88127838,Madhya Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,25.61814497,85.16632224,Bihar
Vodafone,Indoor,4G,5,Satisfactory,19.2551138,72.9717816,Maharashtra
RJio,Travelling,4G,3,Satisfactory,17.44180218,78.35987457,Telangana
Airtel,Outdoor,4G,5,Satisfactory,30.3289443,78.0311768,Uttarakhand
Airtel,Outdoor,4G,5,Satisfactory,30.3289443,78.0311768,Uttarakhand
Vodafone,Outdoor,4G,1,Poor Voice Quality,20.54470558,76.17559845,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,Unknown,5,Satisfactory,19.2551463,72.9717385,Maharashtra
Vodafone,Outdoor,4G,1,Call Dropped,20.54470558,76.17559845,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,12.92638461,77.69481403,Karnataka
Vodafone,Indoor,4G,5,Satisfactory,22.51502964,88.34601354,West Bengal
Airtel,Outdoor,4G,1,Poor Voice Quality,28.64454499,77.0985061,NCT
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,2,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,18.5714132,73.85990777,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.5718566,73.8559346,Maharashtra
MTNL,Indoor,Unknown,4,Satisfactory,19.0849654,72.90505019,Maharashtra
Idea,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,3G,1,Call Dropped,-1,-1,NA
Idea,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,22.5577082,88.3554604,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.5677984,88.313837,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,17.99236524,79.59763688,Telangana
Airtel,Travelling,4G,3,Satisfactory,17.44180218,78.35987457,Telangana
RJio,Indoor,4G,4,Satisfactory,28.42214984,77.29201156,Haryana
Airtel,Outdoor,Unknown,1,Call Dropped,31.3091862,75.3282815,Punjab
Airtel,Indoor,4G,3,Satisfactory,17.44180218,78.35987457,Telangana
RJio,Indoor,4G,4,Satisfactory,22.5677984,88.313837,West Bengal
RJio,Indoor,4G,3,Poor Voice Quality,22.59684403,88.44424598,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.5677984,88.313837,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,17.99278274,79.59774448,Telangana
Airtel,Travelling,4G,1,Poor Voice Quality,30.67097377,76.69855949,Punjab
Vodafone,Indoor,4G,2,Poor Voice Quality,19.13638156,72.83298111,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.51974043,73.85617811,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,28.6693094,77.2846866,NCT
BSNL,Outdoor,2G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Travelling,3G,3,Satisfactory,22.28413337,73.15291849,Gujarat
Idea,Indoor,4G,1,Call Dropped,17.68048598,75.94452729,Maharashtra
Idea,Outdoor,4G,1,Call Dropped,17.6418179,75.88937209,Maharashtra
Vodafone,Indoor,Unknown,1,Poor Voice Quality,29.4371323,77.73609978,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.9920971,79.59768,Telangana
RJio,Indoor,4G,3,Call Dropped,22.71905491,75.87141747,Madhya Pradesh
Airtel,Indoor,4G,4,Satisfactory,13.05992208,80.20855517,Tamil Nadu
Vodafone,Indoor,2G,5,Satisfactory,21.63975434,69.61940512,Gujarat
Airtel,Indoor,4G,4,Satisfactory,13.05992208,80.20855517,Tamil Nadu
Vodafone,Indoor,Unknown,1,Poor Voice Quality,21.200331,72.8594194,Gujarat
RJio,Outdoor,4G,4,Satisfactory,23.36133833,85.33028333,Jharkhand
RJio,Indoor,4G,2,Call Dropped,22.71905491,75.87141747,Madhya Pradesh
MTNL,Indoor,4G,5,Satisfactory,18.9367958,72.8317208,Maharashtra
MTNL,Outdoor,4G,5,Satisfactory,18.97228968,72.83687126,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,23.2077628,80.0101628,Madhya Pradesh
Vodafone,Indoor,4G,5,Satisfactory,22.51502964,88.34601354,West Bengal
RJio,Outdoor,4G,3,Poor Voice Quality,26.35921195,90.65985116,Assam
RJio,Indoor,4G,5,Satisfactory,22.5677984,88.313837,West Bengal
Airtel,Travelling,3G,2,Poor Voice Quality,30.2743428,78.0764253,Uttarakhand
Vodafone,Indoor,4G,1,Poor Voice Quality,19.2835108,72.86976124,Maharashtra
RJio,Indoor,4G,3,Satisfactory,24.7849388,82.9126717,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.64698106,77.1872756,NCT
RJio,Travelling,4G,4,Satisfactory,22.5677984,88.313837,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,19.255282,72.9717543,Maharashtra
RJio,Indoor,4G,3,Satisfactory,24.7849388,82.9126717,Uttar Pradesh
RJio,Outdoor,4G,2,Poor Voice Quality,26.35906246,90.66007001,Assam
RJio,Indoor,4G,1,Poor Voice Quality,13.792425,76.80441,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,22.5753922,88.4011943,West Bengal
Airtel,Indoor,4G,5,Satisfactory,19.11088079,72.87410772,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,23.36136,85.32982333,Jharkhand
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,30.2918,78.037535,Uttarakhand
Airtel,Travelling,4G,4,Satisfactory,28.52976761,77.10396506,Haryana
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,19.0849654,72.90505019,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,26.46694667,80.35341018,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.45528667,78.58786167,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,19.1544357,77.3124679,Maharashtra
Airtel,Indoor,Unknown,5,Satisfactory,28.64698106,77.1872756,NCT
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Call Dropped,28.64698106,77.1872756,NCT
RJio,Indoor,4G,1,Poor Voice Quality,13.792425,76.80441,Karnataka
Airtel,Travelling,4G,1,Poor Voice Quality,28.64698106,77.1872756,NCT
RJio,Indoor,4G,5,Satisfactory,18.57805959,73.87462512,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,21.200331,72.8594194,Gujarat
Idea,Travelling,Unknown,4,Satisfactory,17.44278113,78.38729046,Telangana
RJio,Indoor,4G,4,Satisfactory,24.5013417,86.71071567,Jharkhand
Airtel,Indoor,Unknown,5,Satisfactory,23.0218283,72.5571539,Gujarat
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,22.53611313,88.35102054,West Bengal
Vodafone,Indoor,4G,1,Poor Voice Quality,19.2835108,72.86976124,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.1544633,77.312462,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06429303,72.91996381,Maharashtra
RJio,Travelling,4G,3,Satisfactory,18.3259393,83.94212984,Andhra Pradesh
Vodafone,Indoor,Unknown,1,Poor Voice Quality,29.4371323,77.73609978,Uttar Pradesh
Vodafone,Indoor,Unknown,1,Poor Voice Quality,29.4371323,77.73609978,Uttar Pradesh
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
